Chr	Gene	nSNPs	nSims	Start	Stop	Test	GenePvalue	Best-SNP	SNP-pvalue
1	TNFRSF9	4	1.00E+05	7902493	7923474	9.576126859	0.06596	rs585672	0.02141
1	PARK7	6	1000	7944300	7967929	9.579437785	0.193	rs585672	0.02141
18	SLC14A1	19	1000	41558113	41586483	31.06135913	0.14	rs505060	0.02143
19	ZNF91	6	1.00E+05	23332337	23370109	19.59089905	0.03915	rs604495	0.02144
2	NAT8	5	1.00E+05	73721357	73723045	19.685102	0.02696	rs4852972	0.02146
8	EPPK1	8	1.00E+05	145011899	145019422	21.88477503	0.04869	rs7819099	0.02147
8	PLEC1	13	1.00E+05	145061308	145121531	40.69333281	0.05496	rs7819099	0.02147
12	TMCC3	31	1000	93485030	93568455	35.26896019	0.333	rs7294907	0.02147
3	ABI3BP	28	1000	101950868	102195004	40.60472206	0.201	rs2595893	0.02148
2	SPOPL	13	1000	138975840	139047271	19.28231751	0.209	rs13405108	0.02148
12	MED13L	18	1.00E+05	114880763	115199526	39.10623718	0.06807	rs17426844	0.02149
11	CCDC82	8	1.00E+05	95725576	95762731	17.65506793	0.0757	rs494901	0.02152
17	TOM1L2	12	1.00E+05	17687546	17816509	51.88797563	0.03056	rs12951376	0.02153
17	SREBF1	10	1.00E+05	17656110	17681050	35.64105397	0.04185	rs12951376	0.02153
17	RAI1	20	1.00E+05	17525511	17655490	52.22576387	0.0537	rs12951376	0.02153
17	ALOX12	11	1000	6840107	6854779	15.3994751	0.217	rs7338	0.02153
17	BCL6B	12	1000	6867092	6873685	15.41938108	0.244	rs7338	0.02153
17	RNASEK	12	1000	6856521	6858575	15.41938108	0.252	rs7338	0.02153
17	SLC16A11	13	1000	6885672	6887966	15.96478926	0.264	rs7338	0.02153
17	C17orf49	12	1000	6858847	6861563	15.41938108	0.282	rs7338	0.02153
17	SLC16A13	13	1000	6880425	6884005	15.96478926	0.292	rs7338	0.02153
10	ZRANB1	24	1000	126620681	126665995	31.21691717	0.238	rs3781399	0.02156
20	ENTPD6	13	1000	25124338	25155360	20.36583539	0.143	rs6050372	0.02158
11	USP2	13	1000	118731134	118757646	18.15692742	0.195	rs6649	0.02159
11	C1QTNF5	13	1000	118714861	118716791	13.46805124	0.358	rs6649	0.02159
11	MFRP	13	1000	118716835	118722580	13.46805124	0.368	rs6649	0.02159
11	RNF26	13	1000	118710446	118713232	13.46805124	0.385	rs6649	0.02159
11	CBL	14	1000	118582199	118684069	13.89039847	0.417	rs6649	0.02159
11	MCAM	13	1000	118684443	118693050	13.12309381	0.427	rs6649	0.02159
3	MAP6D1	12	1000	185016363	185026059	9.36326054	0.491	rs12634358	0.02159
3	PARL	15	1000	185029866	185085387	11.38012941	0.508	rs12634358	0.02159
3	YEATS2	19	1000	184898299	185013102	12.85948753	0.567	rs12634358	0.02159
10	PTCHD3	8	1.00E+05	27727122	27743303	23.81494347	0.0507	rs493965	0.02163
1	SELL	15	1000	167926431	167947461	18.34302409	0.299	rs5353	0.02163
1	SELE	11	1000	167958404	167969844	13.12894628	0.306	rs5353	0.02163
16	NQO1	8	1000	68300804	68318034	7.143523379	0.43	rs689457	0.02163
16	WWP2	20	1000	68353774	68533144	18.01155608	0.43	rs689457	0.02163
16	NOB1	8	1000	68333274	68346330	6.27549096	0.503	rs689457	0.02163
16	NFAT5	18	1000	68156497	68296054	11.32424365	0.686	rs689457	0.02163
20	DSN1	1	1.00E+05	34813861	34835563	5.270482492	0.02211	rs2425266	0.02169
20	NDRG3	3	1.00E+05	34713582	34807895	8.938006908	0.03455	rs2425266	0.02169
20	C20orf117	6	1000	34839258	34921690	10.1681588	0.152	rs2425266	0.02169
6	OOEP	3	1.00E+05	74135000	74136236	13.57098014	0.01876	rs311684	0.0217
6	DDX43	5	1.00E+05	74161191	74183791	14.8368973	0.03417	rs311684	0.0217
6	C6orf150	7	1000	74191576	74218764	11.50960949	0.181	rs311684	0.0217
1	FBXO28	10	1000	222368435	222413869	11.65259284	0.276	rs1492689	0.0217
6	MTO1	12	1000	74228174	74267900	11.87963478	0.379	rs311684	0.0217
12	PCBP2	5	1000	52132152	52161213	9.587100506	0.114	rs17763689	0.02173
12	NPFF	5	1000	52186740	52187689	7.38401961	0.205	rs17763689	0.02173
12	MAP3K12	6	1000	52160546	52179538	8.113350991	0.233	rs17763689	0.02173
12	TARBP2	6	1000	52180971	52186482	8.113350991	0.262	rs17763689	0.02173
12	ATF7	15	1000	52192109	52306466	13.76527989	0.421	rs17763689	0.02173
20	KIAA1755	11	1000	36272320	36322588	18.48595408	0.144	rs6127552	0.02174
1	EPS15	11	1000	51592522	51757583	16.13600803	0.184	rs10493157	0.02176
8	TOP1MT	8	1000	144462902	144488425	13.66630835	0.173	rs12674761	0.02177
8	ZNF696	9	1000	144444933	144453495	13.32475495	0.212	rs12674761	0.02177
8	GLI4	9	1000	144420981	144430476	12.53482329	0.234	rs12674761	0.02177
8	ZFP41	8	1000	144400483	144416250	10.16372416	0.251	rs12674761	0.02177
12	RFX4	8	1.00E+05	105501162	105680711	19.97272067	0.04646	rs7310098	0.02178
4	KCTD8	10	1000	43871029	44145581	16.35314666	0.149	rs7666732	0.02179
4	SOD3	6	1000	24406182	24411565	9.799400456	0.174	rs10489030	0.02179
4	OTOP1	4	1000	4241430	4279522	5.710389972	0.231	rs3846232	0.02187
4	TMEM128	6	1000	4288169	4300835	6.307732879	0.333	rs3846232	0.02187
4	LYAR	10	1000	4320337	4342744	7.719370945	0.525	rs3846232	0.02187
4	ZNF509	11	1000	4342878	4374410	7.990575315	0.554	rs3846232	0.02187
19	CYP2A7	4	1.00E+05	46073183	46080497	9.264553757	0.07473	rs3844443	0.02189
2	SLC9A4	27	1000	102456193	102516863	46.15905741	0.122	rs1403551	0.0219
5	SLC9A3	12	1.00E+05	526333	577549	30.29184456	0.05727	rs11746538	0.02194
5	EXOC3	19	1.00E+05	496333	520409	36.81120953	0.08847	rs11746538	0.02194
5	LOC116349	19	1000	494642	496210	36.81120953	0.106	rs11746538	0.02194
3	TTC14	3	1000	181802624	181811595	5.690088006	0.13	rs6798564	0.02195
3	CCDC39	5	1000	181814489	181879977	5.727690073	0.332	rs6798564	0.02195
7	LOC402694	11	1000	134995326	134995941	21.3596506	0.113	rs12530845	0.02196
7	NUP205	14	1000	134893227	134984037	23.24861105	0.125	rs12530845	0.02196
7	SLC13A4	21	1000	135016526	135063473	36.13335154	0.125	rs12530845	0.02196
20	SIRPG	10	1000	1557797	1586425	13.5833596	0.223	rs1535883	0.02198
6	UBE2CBP	14	1000	83658905	83832264	18.97699507	0.227	rs16879723	0.02198
20	SIRPB1	16	1000	1493028	1548689	15.44324552	0.434	rs1535883	0.02198
9	STRBP	9	1.00E+05	124927138	125070664	16.70750262	0.07842	rs12349082	0.02199
11	MMP1	20	1000	102165860	102174104	30.76061493	0.13	rs17099492	0.02201
11	MMP10	21	1000	102146443	102156554	24.60226631	0.275	rs17099492	0.02201
11	MMP8	17	1000	102087735	102100895	18.09746428	0.303	rs17099492	0.02201
11	MMP27	16	1000	102067624	102081678	14.83492256	0.38	rs17099492	0.02201
1	C1orf162	11	1000	111818126	111822657	16.18852726	0.192	rs2298191	0.02202
13	GJA3	8	1000	19610394	19633183	12.97199324	0.113	rs4624004	0.02203
13	ZMYM2	6	1000	19430809	19558939	5.626553249	0.409	rs4624004	0.02203
15	AGBL1	26	1000	84486245	85373287	33.29137355	0.255	rs2346718	0.02205
18	CABYR	6	1000	19972952	19995562	10.53871423	0.14	rs7244139	0.02209
3	ADAMTS9	25	1000	64476370	64648405	36.391631	0.156	rs6794672	0.02209
18	OSBPL1A	22	1000	19996008	20231788	15.6134082	0.712	rs7244139	0.02209
10	GPR120	7	1000	95316411	95337356	12.05766894	0.105	rs10882272	0.02213
10	RBP4	7	1000	95341582	95350983	12.05766894	0.109	rs10882272	0.02213
20	BANF2	18	1000	17628592	17664515	21.97889561	0.265	rs6080765	0.02213
20	RRBP1	24	1000	17542322	17610928	24.0883202	0.44	rs6080765	0.02213
10	PDE6C	12	1000	95362334	95415419	11.43399283	0.443	rs10882272	0.02213
12	E2F7	12	1000	75939156	75983491	18.09177759	0.152	rs11116798	0.02216
18	C18orf62	7	1000	71250814	71268577	14.18055345	0.125	rs4622605	0.02218
16	FUS	3	1.00E+05	31098953	31110600	7.505824093	0.06261	rs2855475	0.02219
22	C22orf29	24	1000	18213660	18222371	17.85908682	0.622	rs11913285	0.02219
22	GNB1L	30	1000	18155933	18222462	20.22071694	0.678	rs11913285	0.02219
22	TXNRD2	37	1000	18243039	18309359	24.02808227	0.767	rs11913285	0.02219
15	TLE3	8	1000	68127596	68177310	10.26809701	0.264	rs2102099	0.0222
17	9-Sep	39	1000	72789086	73008273	35.6306587	0.503	rs16970144	0.02223
1	C1orf201	17	1000	24556075	24600536	19.11552486	0.307	rs501748	0.02224
1	GRHL3	19	1000	24518467	24554395	18.52219442	0.404	rs501748	0.02224
1	DAB1	37	1000	57236166	58488799	42.72625976	0.296	rs852802	0.02225
8	NECAB1	11	1000	91872953	92040806	8.5389716	0.437	rs7822476	0.02225
7	IGF2BP3	19	1.00E+05	23316352	23476520	36.98978501	0.05797	rs17796758	0.02232
7	C7orf30	9	1000	23305464	23315705	17.03658645	0.103	rs17796758	0.02232
7	GPNMB	12	1000	23252840	23281254	24.66623155	0.116	rs17796758	0.02232
5	C5orf39	8	1000	43074938	43076098	11.78249002	0.186	rs13173064	0.02232
4	GPR78	8	1.00E+05	8633190	8640420	16.68167535	0.07254	rs3115403	0.02233
11	KIRREL3	47	1000	125799612	126375701	56.99359653	0.245	rs11220465	0.02236
4	COQ2	14	1000	84404000	84424988	19.01957392	0.223	rs6841907	0.02237
13	NUFIP1	9	1.00E+05	44411383	44461613	24.47004515	0.01892	rs9534002	0.02242
13	ARL11	7	1000	49100624	49105732	12.64315185	0.124	rs4941648	0.02242
13	RCBTB1	19	1000	49004082	49057720	25.14299459	0.227	rs4941648	0.02242
19	EMR4P	11	1000	6903510	6941857	10.44241381	0.408	rs443658	0.02243
19	VAV1	15	1000	6723721	6808371	14.35288301	0.467	rs443658	0.02243
19	EMR1	14	1000	6838581	6891464	10.88463395	0.589	rs443658	0.02243
1	POU2F1	22	1000	165456766	165651950	37.87678104	0.137	rs17344593	0.02246
4	SH3BP2	6	1000	2764547	2812621	8.324356889	0.212	rs1751848	0.02248
4	ADD1	14	1000	2815381	2901587	15.6654798	0.287	rs1751848	0.02248
4	TNIP2	8	1000	2713184	2727859	7.735868014	0.417	rs1751848	0.02248
16	ZNF821	9	1.00E+05	70451088	70474913	20.64709163	0.09256	rs4788449	0.0225
1	MIER1	8	1.00E+05	67163229	67226890	20.80244327	0.05011	rs3008855	0.02251
1	WDR78	8	1000	67051159	67163158	8.212268165	0.399	rs3008855	0.02251
22	IL17REL	6	1.00E+05	48775068	48793182	13.91463576	0.07838	rs5771069	0.02252
22	PIM3	5	1.00E+05	48740164	48743724	10.67355664	0.08864	rs5771069	0.02252
22	TTLL8	9	1000	48795678	48835182	15.45160842	0.125	rs5771069	0.02252
12	DDX55	13	1000	122652624	122671435	21.40876123	0.155	rs4930713	0.02253
12	TMED2	12	1000	122635028	122648641	20.03752735	0.174	rs4930713	0.02253
12	EIF2B1	13	1000	122671522	122684200	20.83281232	0.178	rs4930713	0.02253
12	GTF2H3	15	1000	122684333	122711287	22.6288491	0.209	rs4930713	0.02253
6	GRM1	19	1000	146390474	146800424	22.68398254	0.283	rs12196298	0.02256
15	TMOD2	19	1000	49831101	49889635	21.05851706	0.277	rs17648915	0.02259
15	LYSMD2	16	1000	49802552	49817608	19.298905	0.281	rs17648915	0.02259
15	SCG3	16	1000	49760841	49800515	17.30964918	0.346	rs17648915	0.02259
7	LUZP6	12	1000	135262042	135312744	19.32935946	0.153	rs10155818	0.0226
7	MTPN	12	1000	135262042	135312744	19.32935946	0.162	rs10155818	0.0226
14	PCNX	16	1.00E+05	70443874	70651852	36.58836738	0.06288	rs2526847	0.02261
13	GTF3A	8	1.00E+05	26896680	26907846	10.43571721	0.0994	rs17085580	0.02263
13	MTIF3	8	1000	26907780	26922711	10.43571721	0.117	rs17085580	0.02263
7	AMPH	7	1.00E+05	38389829	38637545	15.85665626	0.0566	rs6977263	0.02264
3	MITF	19	1000	69871322	70100177	25.3118726	0.229	rs9284823	0.02268
16	NUP93	15	1000	55321607	55436178	20.10020549	0.237	rs12933363	0.02268
16	SLC12A3	21	1000	55456619	55507263	21.3232006	0.419	rs12933363	0.02268
2	REG3G	4	1000	79106333	79109139	5.749003939	0.21	rs440752	0.02271
5	SLC25A2	6	1.00E+05	140662379	140663796	14.73610766	0.06312	rs17602721	0.02276
5	TAF7	7	1.00E+05	140678240	140680535	16.53373172	0.0643	rs17602721	0.02276
17	PPM1D	1	1.00E+05	56032335	56096818	5.185203839	0.0227	rs2643103	0.02278
6	SCML4	18	1000	108130056	108252214	24.46919744	0.21	rs7741285	0.02278
17	BCAS3	21	1000	56109953	56824981	19.74684108	0.384	rs2643103	0.02278
2	LOC26010	38	1000	200878848	201055231	57.22425517	0.159	rs295140	0.02281
3	HACL1	17	1000	15577243	15618134	18.34097944	0.323	rs2124493	0.02282
3	COLQ	21	1000	15466643	15538262	17.91356097	0.487	rs2124493	0.02282
1	NBPF7	9	1000	120178910	120189302	7.922313433	0.477	rs2282402	0.02284
4	ADH1C	16	1000	100476671	100492940	26.01574075	0.139	rs1442492	0.02287
4	ADH7	20	1000	100552440	100575548	27.51624786	0.205	rs1442492	0.02287
5	KIAA0947	13	1000	5475806	5543338	17.77871244	0.21	rs2913356	0.02289
5	FAM13B1	10	1000	137301540	137396701	13.73295112	0.23	rs9327807	0.02289
7	TBL2	4	1.00E+05	72621209	72630949	11.31044152	0.04225	rs2286276	0.02291
7	BCL7B	3	1.00E+05	72588621	72609960	9.082108864	0.0481	rs2286276	0.02291
6	TMEM200A	4	1.00E+05	130799954	130805903	13.18492146	0.02657	rs9492587	0.02293
4	MMAA	9	1000	146759989	146800637	12.8962939	0.19	rs17020528	0.02293
4	LOC646603	13	1000	146820805	146873398	13.48728766	0.374	rs17020528	0.02293
19	HPN	13	1000	40223249	40249315	15.65606302	0.295	rs8107142	0.02299
19	SCN1B	9	1000	40213373	40223193	8.317034131	0.433	rs8107142	0.02299
19	GRAMD1A	12	1000	40183085	40209213	8.560093082	0.625	rs8107142	0.02299
2	GTF2A1L	13	1000	48698451	48813790	18.30817958	0.173	rs13432488	0.02301
2	LHCGR	7	1000	48767416	48836384	9.933538398	0.226	rs13432488	0.02301
14	NFKBIA	12	1000	34940466	34943711	10.34157064	0.456	rs1012919	0.02301
9	OLFM1	2	1.00E+05	137106909	137152851	5.22714114	0.07515	rs16781	0.02304
5	SLC38A9	13	1.00E+05	54957434	55043852	38.26587658	0.04926	rs7736177	0.02306
5	DDX4	16	1000	55070532	55148362	24.97906788	0.18	rs7736177	0.02306
17	MRM1	5	1000	32032137	32039520	7.989189795	0.181	rs2074103	0.02306
19	CACNA1A	11	1000	13178256	13478274	10.84347005	0.433	rs1422259	0.02306
11	PLAC1L	10	1000	59564323	59572092	14.14828597	0.209	rs567708	0.02307
11	MS4A3	12	1000	59580676	59595164	14.61704773	0.3	rs567708	0.02307
4	RBM47	19	1000	40120028	40326640	18.57878965	0.458	rs203273	0.02313
9	GPR21	1	1.00E+05	124836666	124837716	5.157964633	0.02271	rs10818781	0.02314
15	VPS39	8	1000	40238190	40287794	13.84533486	0.137	rs1356410	0.02317
15	PLA2G4F	8	1000	40220688	40236102	12.3393266	0.151	rs1356410	0.02317
15	PLA2G4D	22	1000	40147172	40174044	29.04043034	0.25	rs1356410	0.02317
15	LIPC	31	1000	56511466	56648365	41.12284477	0.215	rs12898801	0.02322
15	NDUFAF1	3	1.00E+05	39466842	39481934	10.12519721	0.0601	rs7168431	0.02323
15	NUSAP1	5	1000	39412217	39460540	12.07263826	0.107	rs7168431	0.02323
15	RTF1	6	1000	39496607	39563048	10.78826337	0.115	rs7168431	0.02323
15	OIP5	6	1000	39388757	39412111	12.09337443	0.131	rs7168431	0.02323
6	NOX3	20	1000	155758195	155818729	24.5914539	0.236	rs231940	0.02325
15	USP3	15	1000	61583862	61670716	20.45454385	0.238	rs11630468	0.02325
16	CNGB1	21	1000	56475205	56562513	18.71530949	0.493	rs16959429	0.02326
1	DDR2	23	1.00E+05	160868851	161016871	39.41155721	0.10213	rs1995874	0.0233
1	UAP1	15	1000	160797919	160836257	15.96021975	0.35	rs1995874	0.0233
1	AIM2	5	1.00E+05	157298898	157313271	18.12355819	0.02899	rs1772407	0.02333
21	SLC37A1	34	1000	42792810	42874619	29.8626835	0.496	rs17767675	0.02334
21	PLAC4	16	1000	41469027	41479036	18.0907166	0.304	rs8130833	0.02337
21	BACE2	29	1000	41461597	41570394	25.97697166	0.557	rs8130833	0.02337
6	HUS1B	13	1.00E+05	600938	601964	28.11348615	0.05945	rs11243093	0.02341
10	GPR158	13	1000	25504295	25931163	11.01218171	0.461	rs10828822	0.02341
20	C20orf79	7	1.00E+05	18742369	18743035	16.48710136	0.04132	rs11698371	0.02342
2	GPR17	12	1.00E+05	128120216	128126683	29.3889978	0.03696	rs2288657	0.02344
2	LIMS2	15	1.00E+05	128112470	128138583	33.65228733	0.05482	rs2288657	0.02344
5	TMEM171	11	1000	72452157	72463397	16.5512443	0.147	rs4454039	0.02346
5	FCHO2	16	1000	72287654	72422105	24.18780132	0.178	rs4454039	0.02346
1	SMYD2	20	1000	212521187	212577100	23.90312892	0.286	rs2133175	0.02346
1	PTPN14	58	1000	212597633	212791265	67.8573181	0.313	rs2133175	0.02346
5	PPARGC1B	45	1000	149090056	149207462	50.31282594	0.319	rs880770	0.02347
6	TBC1D22B	17	1.00E+05	37333525	37408724	32.40344715	0.09862	rs1150789	0.02351
19	KLK6	20	1000	56153698	56164741	27.39881112	0.206	rs4592765	0.02351
19	KLK5	18	1000	56138370	56148156	23.85332383	0.226	rs4592765	0.02351
19	KLK8	23	1000	56191075	56196770	26.74060736	0.271	rs4592765	0.02351
19	KLK7	23	1000	56171540	56178962	26.83037895	0.276	rs4592765	0.02351
19	KLK9	22	1000	56197580	56204702	24.50541689	0.285	rs4592765	0.02351
19	KLK4	16	1000	56101419	56105806	18.28180972	0.299	rs4592765	0.02351
17	BLMH	10	1000	25599348	25643200	11.96077853	0.297	rs6354	0.02352
1	TARBP1	20	1000	232593681	232681472	31.70797663	0.107	rs16843376	0.02353
16	DUS2L	6	1.00E+05	66614704	66670685	15.7864301	0.0874	rs9932251	0.02355
16	NFATC3	9	1000	66676875	66818338	22.65769973	0.101	rs9932251	0.02355
1	DTL	11	1000	210275541	210344810	10.59109988	0.424	rs10494950	0.02358
1	WNT4	10	1000	22316384	22342106	7.908579629	0.521	rs17360053	0.0236
6	HMGN3	11	1000	79967680	80001174	18.62774149	0.177	rs11755402	0.02362
7	PRKAG2	36	1000	150884133	151205249	50.13551368	0.163	rs2538039	0.02363
14	SRP54	10	1000	34521981	34568519	14.80275099	0.197	rs8006908	0.02363
1	SPRR2B	10	1000	151309340	151310708	12.95221679	0.249	rs310098	0.02363
1	SPRR2A	10	1000	151295219	151296612	12.75208704	0.282	rs310098	0.02363
1	SPRR2D	10	1000	151278824	151280218	12.71298816	0.282	rs310098	0.02363
1	SPRR2E	11	1000	151332234	151333625	13.38114786	0.298	rs310098	0.02363
1	SPRR2F	10	1000	151351236	151352613	11.03022918	0.328	rs310098	0.02363
1	SPRR1B	12	1000	151270302	151272000	12.73261071	0.339	rs310098	0.02363
20	C20orf4	3	1.00E+05	34287860	34308267	10.13488838	0.02482	rs17093449	0.02365
13	SLC25A30	7	1.00E+05	44868043	44890515	18.24279003	0.05361	rs4433707	0.02365
20	EPB41L1	6	1.00E+05	34163761	34284135	12.63072716	0.10622	rs17093449	0.02365
15	NEDD4	31	1.00E+05	53906413	54073127	60.49381243	0.05915	rs1509408	0.02366
12	OR10AD1	14	1000	46882388	46883342	12.27805923	0.478	rs10747531	0.02367
11	CSTF3	11	1000	33062705	33139613	21.85545248	0.125	rs3818229	0.02368
6	MRPS10	14	1000	42282516	42293611	25.38894972	0.132	rs4714574	0.02368
11	TCP11L1	12	1000	33017719	33051451	22.04011097	0.147	rs3818229	0.02368
11	DEPDC7	11	1000	32993985	33011704	19.85995177	0.164	rs3818229	0.02368
10	SFMBT2	23	1000	7244254	7493456	25.91229958	0.328	rs755647	0.02372
5	CCDC100	14	1000	122708477	122787151	25.99067227	0.122	rs7718754	0.02376
6	GPR126	14	1000	142664748	142809096	14.64604969	0.36	rs12189801	0.02376
1	RSPO1	7	1000	37849537	37873078	12.80207606	0.113	rs4653305	0.02377
1	SNIP1	9	1000	37774728	37792490	16.54180117	0.114	rs4653305	0.02377
1	GNL2	5	1000	37805003	37834083	7.692238622	0.2	rs4653305	0.02377
1	DNALI1	7	1000	37795106	37805045	8.26933843	0.276	rs4653305	0.02377
1	DYRK3	14	1000	204875503	204889165	14.8603862	0.348	rs4077413	0.02377
11	ST5	31	1000	8671474	8889074	28.92116752	0.423	rs3763917	0.0238
12	ZDHHC17	11	1000	75681984	75771605	14.01527542	0.243	rs11115946	0.02381
12	CSRP2	10	1000	75776626	75796930	13.45214079	0.244	rs11115946	0.02381
12	OSBPL8	16	1000	75269708	75477720	22.91873263	0.222	rs7295967	0.02384
19	EML2	17	1000	50804497	50834509	22.01005017	0.195	rs10405576	0.0239
19	GPR4	11	1000	50784864	50787557	13.98796471	0.256	rs10405576	0.0239
19	OPA3	16	1000	50722864	50779962	17.75571595	0.349	rs10405576	0.0239
22	MORC2	6	1000	29652599	29694187	7.261486044	0.265	rs886471	0.02391
16	IRX6	7	1.00E+05	53915971	53922173	14.74072748	0.06216	rs31118	0.02395
3	GPR171	6	1000	152398308	152403678	10.41813582	0.16	rs1920397	0.02396
14	RPS6KA5	11	1000	90406922	90596746	18.32390011	0.164	rs3783834	0.02396
16	NDRG4	10	1.00E+05	57055117	57105024	20.20161626	0.08709	rs3809596	0.02397
16	SETD6	9	1.00E+05	57106927	57111053	19.35304841	0.09672	rs3809596	0.02397
16	CNOT1	13	1000	57111355	57221251	22.65762801	0.127	rs3809596	0.02397
1	KCNH1	16	1000	208918279	209374080	17.1096766	0.348	rs17017226	0.02397
10	GRK5	39	1000	120957186	121205121	38.03875478	0.421	rs17608302	0.02399
22	MTMR3	11	1.00E+05	28609157	28756857	24.17522052	0.07767	rs17646919	0.024
10	ITGB1	17	1000	33229251	33287299	15.96019309	0.392	rs1187056	0.02402
22	PSCD4	19	1.00E+05	36008369	36041328	30.88429133	0.0944	rs2239822	0.02405
9	C9orf97	16	1000	99402182	99435783	24.49372681	0.169	rs1475545	0.02406
14	AK7	4	1000	95928200	96024865	5.966097271	0.203	rs2274795	0.02407
2	FAM119A	2	1.00E+05	208182083	208198218	5.443661046	0.06599	rs7591784	0.02411
9	KIAA2026	15	1000	5909007	5998003	28.26445131	0.131	rs10815311	0.02411
9	MLANA	14	1000	5880908	5899822	21.5647186	0.186	rs10815311	0.02411
2	CREB1	7	1000	208102930	208171815	6.168466422	0.491	rs7591784	0.02411
6	MAP3K7IP2	20	1000	149680755	149774440	30.67235666	0.169	rs9498283	0.02412
17	SLC46A1	9	1000	23745787	23757355	7.233175634	0.53	rs4795430	0.02413
17	IFT20	9	1000	23679479	23686622	6.139852452	0.568	rs4795430	0.02413
17	TNFAIP1	10	1000	23686912	23698160	6.244946634	0.616	rs4795430	0.02413
17	TMEM199	11	1000	23708813	23713216	7.463944274	0.622	rs4795430	0.02413
17	TMEM97	10	1000	23670247	23679838	6.297484345	0.64	rs4795430	0.02413
17	POLDIP2	12	1000	23697785	23708730	7.529912583	0.643	rs4795430	0.02413
17	SARM1	13	1000	23723113	23752192	7.946730391	0.65	rs4795430	0.02413
17	SEBOX	13	1000	23715416	23719114	7.946730391	0.652	rs4795430	0.02413
17	VTN	13	1000	23718425	23721500	7.946730391	0.653	rs4795430	0.02413
13	TPT1	7	1.00E+05	44809303	44813297	15.05305981	0.08191	rs7333784	0.02414
1	OR2W5	10	1000	245721052	245722015	12.58700122	0.252	rs6673459	0.02414
6	FBXO5	17	1000	153333350	153345867	27.1363769	0.164	rs9479476	0.02417
6	MTRF1L	17	1000	153350092	153365618	27.1363769	0.165	rs9479476	0.02417
15	FES	14	1.00E+05	89228712	89240010	29.58448191	0.06508	rs2106673	0.02419
2	USP37	8	1.00E+05	219023217	219141328	20.70421196	0.06528	rs2252235	0.02419
15	MAN2A2	17	1.00E+05	89248423	89266819	35.38826321	0.06831	rs2106673	0.02419
15	FURIN	14	1.00E+05	89212888	89227691	27.08498458	0.0795	rs2106673	0.02419
15	HDDC3	14	1.00E+05	89275158	89276778	29.04111694	0.08405	rs2106673	0.02419
15	UNC45A	15	1.00E+05	89274413	89298327	29.59312098	0.09593	rs2106673	0.02419
2	VIL1	10	1000	218996723	219022487	18.12076607	0.124	rs2252235	0.02419
15	RCCD1	15	1000	89299109	89307359	26.38951878	0.138	rs2106673	0.02419
21	TIAM1	22	1000	31412606	31853161	30.62916929	0.182	rs12482513	0.02419
2	CTDSP1	13	1000	218972721	218978908	19.40150198	0.195	rs2252235	0.02419
2	SLC11A1	14	1000	218954995	218969861	19.48493341	0.205	rs2252235	0.02419
2	C2orf62	16	1000	218929822	218941061	22.52662108	0.214	rs2252235	0.02419
3	H1FOO	10	1000	130744746	130752894	11.22433971	0.345	rs4688807	0.02422
3	PLXND1	14	1000	130756745	130808272	15.27341824	0.35	rs4688807	0.02422
5	CCNJL	13	1000	159611248	159672151	13.12669519	0.37	rs17472426	0.02422
5	FABP6	15	1000	159558625	159598307	12.07295551	0.534	rs17472426	0.02422
11	CDC42BPG	9	1000	64348237	64368617	9.632319943	0.328	rs11606204	0.02424
11	LOC283129	9	1000	64462504	64484185	8.259541211	0.376	rs11606204	0.02424
11	EHD1	9	1000	64376783	64402767	8.904084777	0.391	rs11606204	0.02424
11	ATG2A	10	1000	64418594	64441239	8.373465667	0.475	rs11606204	0.02424
11	GPHA2	8	1000	64458518	64459936	5.924602879	0.513	rs11606204	0.02424
11	PPP2R5B	10	1000	64448755	64458523	6.058617856	0.604	rs11606204	0.02424
4	LRBA	35	1000	151405045	152156329	19.70714462	0.764	rs7657668	0.02424
17	SLC39A11	36	1000	68153682	68600427	36.67230679	0.408	rs6501598	0.02426
15	PRC1	15	1000	89310271	89338808	13.86145182	0.412	rs2001217	0.02426
15	VPS33B	13	1000	89342777	89366837	8.693399892	0.604	rs2001217	0.02426
4	MLF1IP	18	1.00E+05	185852229	185892280	40.19025411	0.07232	rs2705886	0.02429
4	CCDC111	17	1.00E+05	185807760	185853106	37.55497287	0.08234	rs2705886	0.02429
4	CASP3	9	1000	185785843	185807623	13.9396878	0.161	rs2705886	0.02429
1	CD247	33	1000	165666500	165754471	43.9017312	0.182	rs953809	0.0243
17	C1QL1	10	1000	40392586	40401170	17.50461495	0.139	rs12150466	0.02437
14	C14orf50	8	1000	64086372	64125849	13.19164434	0.163	rs4902297	0.02437
17	CCDC103	19	1000	40332679	40336155	27.5257409	0.18	rs12150466	0.02437
17	GFAP	17	1000	40338518	40348394	24.48050207	0.199	rs12150466	0.02437
17	EFTUD2	20	1000	40283804	40332289	28.02665513	0.212	rs12150466	0.02437
17	KIF18B	16	1000	40358973	40380608	18.58828227	0.312	rs12150466	0.02437
17	GSG2	11	1000	3573945	3576741	20.23546758	0.114	rs1716	0.02441
17	ITGAE	15	1000	3564667	3651286	22.21987774	0.16	rs1716	0.02441
9	LPAR1	31	1000	112675874	112840186	30.2747614	0.411	rs3739707	0.02441
6	CLIC5	22	1.00E+05	45974165	46156044	51.07557202	0.01934	rs9463147	0.02443
